page type,purchase count,gender
product,0,F
product,1,F
cart,0,F
cart,0,F
cart,0,M
order confirmation,0,F
hero-page,0,F
hero-page,0,M
hero-page,0,F
product section,0,F
product,1,F
product,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,M
product-page,0,F
product-page,1,M
product-page,0,F
home,0,F
signin,0,F
sign up,0,M
sign up,0,F
sign up,0,F
hero-page,0,F
hero-page,0,F
hero-page,0,F
product section,0,M
product section,0,F
product,0,M
product,0,F
product,0,F
product,1,M
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
home,0,F
hero-page,0,M
product,1,F
product,1,M
cart,0,F
cart,0,F
hero-page,0,F
product section,0,M
product section,0,F
product,0,F
product,0,M
cart,0,F
cart,0,F
cart,0,F
order confirmation,0,F
home,0,F
home,0,F
blog,0,F
home,0,F
product section,0,F
product,0,F
product,0,F
hero-page,0,F
product section,0,M
product,0,F
product,0,F
hero-page,0,F
product,1,F
product,0,F
cart,0,F
cart,0,F
cart,0,F
order confirmation,1,F
signin,0,F
sign up,0,F
signin,0,F
profile,0,F
hero-page,0,F
hero-page,0,F
hero-page,0,F
hero-page,0,F
home,0,F
product section,0,M
hero-page,0,M
blog,0,F
product section,1,F
home,0,F
product section,0,F
product section,0,F
product,0,F
product,0,M
product,0,M
cart,1,F
cart,0,M
cart,0,M
order confirmation,0,F
home,0,F
signin,0,F
sign up,0,F
community,0,F
blog,0,F
hero-page,0,F
blog,0,F
hero-page,0,F
signin,0,M
hero-page,0,F
hero-page,0,F
product section,0,F
product section,0,M
product section,0,F
home,0,M
home,0,F
product,0,F
product,0,F
product,0,F
product,0,F
cart,0,F
cart,0,F
cart,0,F
order confirmation,0,M
home,0,M
signin,0,M
sign up,0,F
hero-page,1,F
product section,0,F
product,0,F
product,0,M
product,0,F
product,1,F
hero-page,0,M
product,0,F
product,0,F
product,0,F
hero-page,0,F
product section,0,M
product,1,F
product,0,F
product,0,M
product,1,F
hero-page,0,F
product,0,F
hero-page,0,F
product,0,M
product,0,F
cart,0,F
cart,1,F
cart,0,F
order confirmation,1,F
home,0,F
home,0,M
product,0,F
product,0,M
cart,1,F
product,0,F
product,1,F
cart,0,F
cart,1,F
cart,0,F
order confirmation,0,F
home,0,F
home,0,F
signin,0,F
home,0,F
profile,0,F
home,0,M
hero-page,0,M
product,1,F
home,0,M
profile,0,F
home,0,M
signin,0,F
home,0,F
product section,0,M
product,0,M
product,1,F
product,0,F
product,0,F
product,0,F
product,0,F
cart,0,F
cart,0,F
cart,1,M
order confirmation,0,F
hero-page,0,M
home,0,F
hero-page,0,F
product section,0,F
product,0,F
product,0,F
cart,0,M
cart,1,F
cart,0,F
order confirmation,0,F
home,0,F
signin,0,F
sign up,0,F
signin,0,F
profile,0,F
hero-page,0,F
hero-page,0,F
blog,1,F
hero-page,1,F
hero-page,0,F
home,1,F
hero-page,0,F
product,0,F
product,0,F
cart,0,F
cart,0,F
cart,1,F
order confirmation,0,F
home,0,F
home,0,F
hero-page,0,F
hero-page,0,F
hero-page,0,F
hero-page,0,F
hero-page,0,F
blog,0,F
blog,0,M
home,0,F
hero-page,1,F
hero-page,0,F
hero-page,0,F
product section,0,F
product section,0,F
product,0,F
product,0,F
product,0,F
product,0,F
product-page,0,F
product-page,0,F
product-page,0,M
hero-page,0,F
hero-page,0,F
product section,0,F
product section,0,F
product,1,F
product,0,F
product,0,F
product,0,F
product,0,M
product-page,0,F
product-page,0,F
hero-page,0,F
hero-page,0,F
product section,0,F
product section,0,M
product,0,F
product,0,M
product,0,F
product,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,1,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
hero-page,0,F
hero-page,0,F
product section,0,F
product section,0,F
product,0,M
product,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,M
product-page,0,F
order confirmation,1,F
home,0,F
product,0,F
product,1,F
product,0,F
product,0,M
cart,0,F
product,0,F
product,0,F
cart,0,F
cart,0,F
cart,0,F
order confirmation,0,F
home,0,F
home,0,F
product section,0,F
order confirmation,0,F
product,0,F
product,0,M
product,0,M
product,0,F
product,0,F
product,0,F
product,0,F
product,0,F
product,0,M
home,1,F
product,0,F
home,0,M
product,0,F
product,0,F
home,0,F
hero-page,0,F
product section,0,F
signin,0,F
sign up,0,F
signin,0,F
profile,0,F
hero-page,0,F
product section,0,M
home,0,F
product,0,F
product,0,F
signin,0,M
sign up,0,F
signin,1,F
profile,0,F
home,0,F
signin,0,F
sign up,0,M
signin,0,F
profile,0,F
hero-page,1,F
product section,0,F
product section,0,M
product,1,M
product,0,F
cart,0,F
cart,0,F
cart,0,F
order confirmation,0,F
content-page,0,F
product,0,F
groups,0,M
files,0,F
blog,0,M
files,1,F
activities,0,F
ideas,0,F
ideas,0,F
members,0,F
profile,0,F
calendar,0,F
files,0,F
assignments,0,F
product section,0,F
hero-page,1,F
product section,1,M
product,0,F
product,0,F
product,0,F
product,0,F
product,0,F
product,0,F
product,0,F
cart,0,F
cart,0,F
cart,0,M
order confirmation,0,F
home,1,F
home,0,F
hero-page,0,F
hero-page,1,F
hero-page,0,M
hero-page,0,F
hero-page,0,F
hero-page,0,F
hero-page,0,M
hero-page,0,M
product section,0,F
product section,0,M
product,1,M
product,0,F
product,0,F
product,1,F
product,0,F
product,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
hero-page,0,F
home,0,F
product,0,M
product,0,F
signin,0,M
hero-page,0,F
product section,1,F
product,0,F
product,0,F
home,0,M
community,1,M
home,0,F
product section,0,F
hero-page,0,F
product,1,M
product,0,M
cart,0,F
cart,0,F
cart,0,F
order confirmation,0,M
home,0,M
hero-page,0,F
content-page,1,F
cart,0,M
order confirmation,0,F
home,0,F
hero-page,0,M
hero-page,0,F
home,0,F
hero-page,0,F
hero-page,1,F
product,0,F
product,1,F
cart,0,M
cart,0,F
cart,0,M
order confirmation,0,M
home,0,F
product section,0,F
home,0,M
signin,0,F
sign up,0,F
product section,0,M
home,0,F
product,1,F
product,0,F
cart,0,F
cart,0,F
cart,0,F
order confirmation,0,F
hero-page,0,F
hero-page,0,F
product section,0,F
product section,0,F
product,1,F
product,0,M
product,0,F
product,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,1,F
product,1,F
product,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,1,F
product-page,0,F
product-page,0,M
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
home,0,M
home,0,F
product section,0,F
product,0,F
product,0,F
home,0,F
hero-page,0,F
product section,0,F
hero-page,0,F
cart,0,F
cart,0,F
product,0,F
signin,0,F
sign up,0,M
signin,0,M
profile,0,F
home,0,M
signin,0,F
sign up,0,F
home,0,M
product section,1,F
product,0,F
product,0,F
hero-page,0,F
product,1,F
product,0,F
cart,0,M
cart,0,F
cart,0,F
order confirmation,0,F
hero-page,0,F
home,1,M
product section,0,F
product,0,F
product,0,F
product,0,M
hero-page,0,F
product section,0,F
product,0,F
product,0,F
product,0,F
product,0,F
hero-page,0,F
product,0,F
product,0,F
home,0,F
hero-page,0,F
product,0,F
product,0,F
cart,0,F
cart,0,F
cart,0,M
order confirmation,1,F
signin,0,F
sign up,0,F
community,0,F
hero-page,0,F
hero-page,1,M
signin,0,F
hero-page,0,F
profile,0,F
home,0,F
home,0,F
product section,0,F
product section,0,F
product,0,F
product,0,M
cart,0,F
cart,0,F
cart,0,M
cart,0,F
order confirmation,0,M
home,0,F
product section,0,F
product,0,F
product,0,F
product,0,F
product,0,F
home,0,F
product section,0,F
product section,0,M
product,1,M
product,0,F
product,0,M
product section,0,F
product section,0,M
product,0,F
product,0,F
product,0,M
product,0,F
cart,0,F
cart,0,M
cart,1,F
order confirmation,0,F
home,0,F
home,0,F
hero-page,1,F
product,0,M
hero-page,0,F
product,0,F
product,0,M
hero-page,0,M
hero-page,0,F
product section,1,F
product,0,F
product,0,M
home,0,M
product section,0,F
product section,0,F
product section,1,F
product section,0,F
product,1,M
product section,0,M
product,0,F
product section,0,F
product,0,F
product,1,F
cart,0,F
cart,0,F
cart,0,F
order confirmation,0,F
home,0,F
hero-page,1,F
product section,0,F
product,0,F
product,0,M
cart,0,F
product,0,F
product,0,F
cart,0,M
cart,0,F
cart,0,F
order confirmation,0,M
home,0,F
product,0,F
product,0,F
cart,0,F
product,1,F
product,0,F
product,0,F
cart,0,F
cart,0,M
hero-page,0,M
product section,0,F
product,1,F
product,0,F
cart,0,F
cart,0,F
home,0,F
home,0,M
hero-page,0,F
product section,0,F
product,1,M
product,1,F
cart,0,F
product,0,F
product,0,M
cart,1,F
cart,0,F
cart,0,F
order confirmation,0,F
home,0,F
blog,0,F
hero-page,0,F
product-page,0,F
product-page,0,M
home,0,F
product,0,F
product,0,F
product,0,F
product,0,F
home,0,M
blog,0,M
hero-page,0,F
hero-page,0,F
product section,0,F
hero-page,0,F
hero-page,0,M
home,0,M
product,0,F
product,0,M
cart,0,F
cart,0,F
cart,1,M
order confirmation,0,F
hero-page,0,F
home,0,F
signin,0,F
sign up,0,F
signin,1,M
profile,0,F
home,0,F
product section,0,F
product,0,F
product,0,M
cart,0,F
cart,0,F
cart,0,F
order confirmation,1,M
home,1,F
hero-page,0,F
blog,0,F
home,0,F
product,0,F
product,1,F
product,0,M
product,0,M
product,0,F
product,0,F
product,0,F
home,0,F
sign up,1,M
signin,1,F
profile,0,F
home,0,M
signin,0,F
sign up,0,M
signin,0,F
profile,0,F
blog,0,M
blog,0,F
hero-page,0,M
product,0,F
product,0,M
hero-page,0,F
product section,0,F
product,0,M
product,0,F
cart,0,F
cart,0,M
cart,1,F
order confirmation,0,F
home,0,F
hero-page,0,F
hero-page,0,F
signin,0,F
hero-page,0,F
home,0,F
hero-page,0,F
blog,0,F
hero-page,0,F
product,0,M
product,0,F
product,0,F
product,0,F
product,0,F
product,0,F
product,0,F
product,0,F
product,0,F
product,0,M
cart,0,F
product,1,M
product,0,M
blog,0,M
community,0,F
forum,0,F
catalog,0,F
wrt-learning-ski-1,0,F
signin,0,F
questions,0,F
signin,0,F
groups,0,F
running,0,F
activities,0,F
home,0,F
hero-page,0,F
product,0,F
hero-page,0,M
product,0,M
product,0,F
product,0,F
product,0,F
home,0,F
product section,0,F
product section,0,F
product,0,F
home,0,F
product section,0,F
product,0,F
product,1,F
cart,0,M
cart,0,F
home,0,F
hero-page,0,F
hero-page,0,F
hero-page,0,F
hero-page,0,M
hero-page,0,F
hero-page,0,F
product,0,F
product section,0,M
product section,0,F
home,0,F
hero-page,0,M
hero-page,0,F
product section,0,F
product section,0,F
product,0,M
product,1,F
product,0,M
product,0,M
product-page,0,F
product-page,0,F
product-page,0,M
product-page,1,F
product-page,0,F
product-page,0,F
home,0,F
hero-page,0,F
blog,0,F
hero-page,0,F
blog,0,F
product section,0,F
hero-page,0,M
hero-page,0,M
hero-page,0,F
home,0,F
product,1,F
product,0,F
cart,0,F
cart,0,F
signin,0,F
sign up,0,M
signin,0,F
profile,0,F
cart,0,F
cart,0,F
cart,0,F
order confirmation,0,F
home,0,F
home,0,F
product,0,F
product,0,F
cart,0,F
product,0,F
product,1,F
product,0,F
product,0,F
cart,0,M
hero-page,0,F
hero-page,0,F
product section,0,M
hero-page,0,F
hero-page,0,M
product section,0,F
product section,0,F
product,0,F
product,0,M
product,1,M
product,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,1,M
hero-page,0,F
product,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,1,F
product-page,0,F
home,0,F
blog,0,F
blog,0,F
hero-page,1,F
hero-page,1,F
product section,0,F
home,0,M
home,0,F
product section,0,F
home,0,M
hero-page,0,F
product,0,M
product,0,M
product,0,M
product,0,F
hero-page,0,F
product section,0,F
product,0,F
product,0,M
hero-page,0,F
product,0,M
product,0,F
product,0,M
hero-page,0,F
product section,0,F
product section,0,F
product,0,F
product,0,F
product,0,F
product,0,M
cart,0,F
cart,0,M
order confirmation,0,F
home,1,F
home,0,M
cart,1,M
cart,0,F
order confirmation,0,F
home,1,F
signin,0,F
signin,0,F
sign up,0,F
home,0,F
product section,0,M
product,1,M
product,0,F
hero-page,0,M
product section,1,F
product,0,F
product,0,M
product,0,F
hero-page,0,F
product section,0,F
product,0,F
product,0,F
hero-page,1,F
product section,1,F
product,0,M
product,0,F
cart,0,M
cart,0,F
cart,0,M
signin,0,F
sign up,0,F
signin,1,F
profile,0,M
cart,0,F
cart,0,F
cart,0,F
order confirmation,0,M
home,0,M
product-page,0,F
product-page,1,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,M
product-page,0,F
home,1,F
product section,0,M
product,0,F
product,0,M
cart,0,F
signin,0,F
cart,0,F
cart,1,F
product,0,F
product,0,F
product,0,F
cart,0,F
cart,1,F
cart,0,F
cart,0,F
product-page,0,M
product,0,F
product,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,1,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,1,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,1,M
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
home,0,F
product,0,F
hero-page,0,M
hero-page,0,F
product section,0,F
product section,0,F
product,0,F
product,0,F
product,0,M
product,0,F
product,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
hero-page,0,M
hero-page,1,F
product section,0,F
product section,0,F
product,0,F
product,0,F
product,0,F
product,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,M
product-page,1,F
product-page,1,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,1,F
product-page,0,F
product-page,0,M
product-page,0,F
product,0,F
product,0,M
product,0,F
product-page,0,M
product-page,0,M
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,M
hero-page,1,M
hero-page,0,F
product section,0,F
product,0,F
product,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,1,F
product-page,0,F
product-page,0,F
product-page,1,F
product-page,0,F
product-page,0,F
product,0,M
product,0,M
product section,0,M
hero-page,0,M
hero-page,0,F
product section,0,F
product,0,F
product,0,M
product-page,0,M
product-page,0,F
product-page,1,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,1,F
product-page,1,F
product-page,0,F
product-page,1,M
product-page,1,F
product-page,0,M
product-page,0,F
product-page,0,F
hero-page,0,F
hero-page,0,F
hero-page,0,F
product section,0,F
product section,0,F
product section,0,M
product,0,F
product,0,M
product,1,F
product,0,F
product,0,F
product,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,1,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
profile,0,F
hero-page,0,F
product,0,F
product,0,M
hero-page,0,F
product section,1,F
product,0,F
product,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,M
product-page,0,F
product-page,1,F
product-page,0,F
product,0,F
product,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,M
product-page,0,F
product-page,0,M
sign up,0,F
home,0,M
hero-page,0,F
product,0,F
product,0,F
hero-page,0,M
product section,0,F
product,0,F
product,0,F
hero-page,0,F
product,1,F
product,0,F
hero-page,0,F
product section,0,M
hero-page,1,F
product,0,F
product,0,F
product section,0,F
product,0,M
product,0,F
product section,0,F
product,0,M
product,1,F
product section,0,F
product,0,F
product,0,F
cart,1,F
cart,0,F
cart,0,F
order confirmation,0,F
home,0,F
product-page,0,M
product-page,1,M
product-page,0,F
product-page,0,F
product-page,1,F
product,1,F
product,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
product-page,0,M
product-page,0,M
product,1,F
product,0,F
product-page,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
hero-page,0,F
hero-page,0,F
product section,0,F
product section,0,F
product,0,F
product,0,F
product,0,F
product,0,M
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,F
product-page,0,M
product-page,0,F
